work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_per_hour,is_remote,is_large_company
2024,3,2,0,230000,9,230000,33,0,32,1,110.57692307692308,0,0
2024,3,2,0,135000,9,135000,33,0,32,1,64.90384615384616,0,0
2024,3,2,0,120000,9,120000,33,0,32,1,57.69230769230769,0,0
2024,3,2,0,100000,9,100000,33,0,32,1,48.07692307692308,0,0
2024,2,2,0,252000,9,252000,33,0,32,1,121.15384615384616,0,0
2024,2,2,0,143000,9,143000,33,0,32,1,68.75,0,0
2024,0,2,0,205000,9,205000,33,0,32,1,98.5576923076923,0,0
2024,0,2,0,136800,9,136800,33,0,32,1,65.76923076923077,0,0
2024,2,2,0,151000,9,151000,33,0,32,1,72.59615384615384,0,0
2024,2,2,0,94500,9,94500,33,0,32,1,45.43269230769231,0,0
2024,3,2,0,191100,9,191100,33,0,32,1,91.875,0,0
2024,3,2,0,142600,9,142600,33,0,32,1,68.5576923076923,0,0
2024,3,2,0,210000,9,210000,33,100,32,1,100.96153846153847,1,0
2024,3,2,0,108000,9,108000,33,100,32,1,51.92307692307692,1,0
2024,3,2,0,210000,9,210000,33,100,32,1,100.96153846153847,1,0
2024,3,2,0,108000,9,108000,33,100,32,1,51.92307692307692,1,0
2024,0,2,0,194750,9,194750,33,0,32,1,93.6298076923077,0,0
2024,0,2,0,104500,9,104500,33,0,32,1,50.24038461538461,0,0
2024,3,2,0,220000,9,220000,33,0,32,1,105.76923076923077,0,0
2024,3,2,0,137500,9,137500,33,0,32,1,66.10576923076923,0,0
2024,3,2,0,141750,9,141750,33,0,32,1,68.14903846153847,0,0
2024,3,2,0,141750,9,141750,33,0,32,1,68.14903846153847,0,0
2024,3,2,0,216500,9,216500,33,100,32,1,104.08653846153847,1,0
2024,3,2,0,142200,9,142200,33,100,32,1,68.36538461538461,1,0
2024,3,2,0,333300,9,333300,33,0,32,1,160.2403846153846,0,0
2024,3,2,0,272700,9,272700,33,0,32,1,131.10576923076923,0,0
2024,0,2,0,153600,9,153600,33,0,32,1,73.84615384615384,0,0
2024,0,2,0,144000,9,144000,33,0,32,1,69.23076923076923,0,0
2024,0,2,0,139650,9,139650,33,0,32,1,67.13942307692308,0,0
2024,0,2,0,106590,9,106590,33,0,32,1,51.24519230769231,0,0
2024,2,2,0,210960,9,210960,7,0,7,1,101.42307692307692,0,0
2024,2,2,0,117000,9,117000,7,0,7,1,56.25,0,0
2024,2,2,0,223600,9,223600,33,0,32,0,107.5,0,1
2024,2,2,0,129300,9,129300,33,0,32,0,62.16346153846154,0,1
2024,3,2,0,190000,9,190000,33,0,32,1,91.34615384615384,0,0
2024,3,2,0,145000,9,145000,33,0,32,1,69.71153846153847,0,0
2024,2,2,0,54000,3,60000,5,100,5,0,28.846153846153847,1,1
2024,3,2,0,198600,9,198600,33,0,32,1,95.48076923076923,0,0
2024,3,2,0,105800,9,105800,33,0,32,1,50.86538461538461,0,0
2024,3,2,0,240240,9,240240,33,0,32,1,115.5,0,0
2024,3,2,0,222634,9,222634,33,0,32,1,107.03557692307692,0,0
2024,3,2,0,312200,9,312200,33,0,32,1,150.09615384615384,0,0
2024,3,2,0,175800,9,175800,33,0,32,1,84.51923076923077,0,0
2024,3,2,0,276000,9,276000,7,0,7,1,132.69230769230768,0,0
2024,3,2,0,148000,9,148000,7,0,7,1,71.15384615384616,0,0
2024,3,2,0,241600,9,241600,33,0,32,1,116.15384615384616,0,0
2024,3,2,0,164500,9,164500,33,0,32,1,79.08653846153847,0,0
2024,3,2,0,250900,9,250900,33,0,32,1,120.625,0,0
2024,3,2,0,135200,9,135200,33,0,32,1,65.0,0,0
2024,3,2,0,300000,9,300000,33,0,32,1,144.23076923076923,0,0
2024,3,2,0,150000,9,150000,33,0,32,1,72.11538461538461,0,0
2024,3,2,0,259000,9,259000,33,0,32,1,124.51923076923077,0,0
2024,3,2,0,204000,9,204000,33,0,32,1,98.07692307692308,0,0
2024,3,2,0,257000,9,257000,33,0,32,1,123.5576923076923,0,0
2024,3,2,0,129000,9,129000,33,0,32,1,62.01923076923077,0,0
2024,3,2,0,200000,9,200000,33,0,32,1,96.15384615384616,0,0
2024,3,2,0,185000,9,185000,33,0,32,1,88.9423076923077,0,0
2024,3,2,0,223000,9,223000,33,100,32,1,107.21153846153847,1,0
2024,3,2,0,185000,9,185000,33,100,32,1,88.9423076923077,1,0
2024,2,2,0,260100,9,260100,33,100,32,1,125.04807692307692,1,0
2024,2,2,0,185800,9,185800,33,100,32,1,89.32692307692308,1,0
2024,3,2,0,108000,9,108000,7,0,7,1,51.92307692307692,0,0
2024,3,2,0,81000,9,81000,7,0,7,1,38.94230769230769,0,0
2024,3,2,0,108000,9,108000,7,0,7,1,51.92307692307692,0,0
2024,3,2,0,81000,9,81000,7,0,7,1,38.94230769230769,0,0
2024,2,2,0,168150,9,168150,33,0,32,1,80.84134615384616,0,0
2024,2,2,0,119000,9,119000,33,0,32,1,57.21153846153846,0,0
2024,3,2,0,250600,9,250600,33,0,32,1,120.48076923076923,0,0
2024,3,2,0,135400,9,135400,33,0,32,1,65.09615384615384,0,0
2024,3,2,0,297000,9,297000,33,0,32,1,142.78846153846155,0,0
2024,3,2,0,127000,9,127000,33,0,32,1,61.05769230769231,0,0
2024,3,2,0,245400,9,245400,33,0,32,1,117.98076923076923,0,0
2024,3,2,0,139000,9,139000,33,0,32,1,66.82692307692308,0,0
2024,3,2,0,303400,9,303400,33,100,32,1,145.8653846153846,1,0
2024,3,2,0,216700,9,216700,33,100,32,1,104.1826923076923,1,0
2024,3,2,0,161000,9,161000,33,0,32,1,77.40384615384616,0,0
2024,3,2,0,161000,9,161000,33,0,32,1,77.40384615384616,0,0
2024,3,2,0,250800,9,250800,33,0,32,1,120.57692307692308,0,0
2024,3,2,0,167200,9,167200,33,0,32,1,80.38461538461539,0,0
2024,3,2,0,206000,9,206000,33,100,32,1,99.03846153846153,1,0
2024,3,2,0,133500,9,133500,33,100,32,1,64.1826923076923,1,0
2024,3,2,0,245400,9,245400,33,0,32,1,117.98076923076923,0,0
2024,3,2,0,139000,9,139000,33,0,32,1,66.82692307692308,0,0
2024,3,2,0,130100,9,130100,33,0,32,1,62.54807692307692,0,0
2024,3,2,0,130100,9,130100,33,0,32,1,62.54807692307692,0,0
2024,3,2,0,237000,9,237000,33,0,32,1,113.9423076923077,0,0
2024,3,2,0,161200,9,161200,33,0,32,1,77.5,0,0
2024,3,2,0,175000,9,175000,33,100,32,1,84.13461538461539,1,0
2024,3,2,0,175000,9,175000,33,100,32,1,84.13461538461539,1,0
2024,3,2,0,297000,9,297000,33,0,32,1,142.78846153846155,0,0
2024,3,2,0,168300,9,168300,33,0,32,1,80.91346153846153,0,0
2024,3,2,0,297000,9,297000,33,0,32,1,142.78846153846155,0,0
2024,3,2,0,168300,9,168300,33,0,32,1,80.91346153846153,0,0
2024,3,2,0,297000,9,297000,33,0,32,1,142.78846153846155,0,0
2024,3,2,0,168300,9,168300,33,0,32,1,80.91346153846153,0,0
2024,3,2,0,284000,9,284000,33,0,32,1,136.53846153846155,0,0
2024,3,2,0,189000,9,189000,33,0,32,1,90.86538461538461,0,0
2024,3,2,0,264200,9,264200,33,0,32,1,127.01923076923077,0,0
2024,3,2,0,143100,9,143100,33,0,32,1,68.79807692307692,0,0
2024,2,2,0,172000,9,172000,33,0,32,1,82.6923076923077,0,0
2024,2,2,0,75600,9,75600,33,0,32,1,36.34615384615385,0,0
2024,2,2,0,172000,9,172000,33,0,32,1,82.6923076923077,0,0
2024,2,2,0,75600,9,75600,33,0,32,1,36.34615384615385,0,0
2024,3,2,0,359400,9,359400,33,0,32,1,172.78846153846155,0,0
2024,3,2,0,239600,9,239600,33,0,32,1,115.1923076923077,0,0
2024,3,2,0,250000,9,250000,33,0,32,1,120.1923076923077,0,0
2024,3,2,0,150000,9,150000,33,0,32,1,72.11538461538461,0,0
2024,3,2,0,300000,9,300000,33,0,32,1,144.23076923076923,0,0
2024,3,2,0,180000,9,180000,33,0,32,1,86.53846153846153,0,0
2024,3,2,0,355000,9,355000,33,0,32,1,170.67307692307693,0,0
2024,3,2,0,145000,9,145000,33,0,32,1,69.71153846153847,0,0
2024,3,2,0,378700,9,378700,33,0,32,1,182.06730769230768,0,0
2024,3,2,0,207800,9,207800,33,0,32,1,99.90384615384616,0,0
2024,3,2,0,296300,9,296300,33,0,32,1,142.45192307692307,0,0
2024,3,2,0,166600,9,166600,33,0,32,1,80.09615384615384,0,0
2024,2,2,0,250000,9,250000,33,0,32,1,120.1923076923077,0,0
2024,2,2,0,116000,9,116000,33,0,32,1,55.76923076923077,0,0
2024,3,2,0,355000,9,355000,33,0,32,1,170.67307692307693,0,0
2024,3,2,0,194000,9,194000,33,0,32,1,93.26923076923077,0,0
2024,3,2,0,188000,9,188000,33,0,32,1,90.38461538461539,0,0
2024,3,2,0,89500,9,89500,33,0,32,1,43.02884615384615,0,0
2024,2,2,0,220000,9,220000,33,0,32,1,105.76923076923077,0,0
2024,2,2,0,180000,9,180000,33,0,32,1,86.53846153846153,0,0
2024,3,2,0,180000,9,180000,33,0,32,1,86.53846153846153,0,0
2024,3,2,0,120000,9,120000,33,0,32,1,57.69230769230769,0,0
2024,2,2,0,405000,9,405000,33,0,32,1,194.71153846153845,0,0
2024,2,2,0,300000,9,300000,33,0,32,1,144.23076923076923,0,0
2024,2,2,0,300000,9,300000,33,0,32,1,144.23076923076923,0,0
2024,2,2,0,250000,9,250000,33,0,32,1,120.1923076923077,0,0
2024,3,2,0,309000,9,309000,33,0,32,1,148.55769230769232,0,0
2024,3,2,0,142000,9,142000,33,0,32,1,68.26923076923077,0,0
2024,2,2,0,202000,9,202000,33,100,32,1,97.11538461538461,1,0
2024,2,2,0,161202,9,161202,33,100,32,1,77.50096153846154,1,0
2024,3,2,0,225000,9,225000,33,0,32,1,108.17307692307692,0,0
2024,3,2,0,66000,9,66000,33,0,32,1,31.73076923076923,0,0
2024,3,2,0,269000,9,269000,7,100,7,1,129.32692307692307,1,0
2024,3,2,0,158000,9,158000,7,100,7,1,75.96153846153847,1,0
2024,3,2,0,194100,9,194100,33,0,32,1,93.3173076923077,0,0
2024,3,2,0,152300,9,152300,33,0,32,1,73.22115384615384,0,0
2024,2,2,0,200000,9,200000,33,0,32,1,96.15384615384616,0,0
2024,2,2,0,150000,9,150000,33,0,32,1,72.11538461538461,0,0
2024,3,2,0,200000,9,200000,33,0,32,1,96.15384615384616,0,0
2024,3,2,0,120000,9,120000,33,0,32,1,57.69230769230769,0,0
2024,3,2,0,319000,9,319000,33,0,32,1,153.3653846153846,0,0
2024,3,2,0,196000,9,196000,33,0,32,1,94.23076923076923,0,0
2024,3,2,0,230000,9,230000,33,100,32,1,110.57692307692308,1,0
2024,3,2,0,175000,9,175000,33,100,32,1,84.13461538461539,1,0
2024,3,2,0,161000,9,161000,33,0,32,1,77.40384615384616,0,0
2024,3,2,0,161000,9,161000,33,0,32,1,77.40384615384616,0,0
2024,3,2,0,264000,9,264000,33,0,32,1,126.92307692307692,0,0
2024,3,2,0,161000,9,161000,33,0,32,1,77.40384615384616,0,0
2024,1,2,0,160000,9,160000,7,0,7,1,76.92307692307692,0,0
2024,1,2,0,120000,9,120000,7,0,7,1,57.69230769230769,0,0
2024,2,2,0,250000,9,250000,33,0,32,1,120.1923076923077,0,0
2024,2,2,0,180000,9,180000,33,0,32,1,86.53846153846153,0,0
2024,3,2,0,300000,9,300000,33,0,32,1,144.23076923076923,0,0
2024,3,2,0,100000,9,100000,33,0,32,1,48.07692307692308,0,0
2024,0,2,0,153600,9,153600,33,0,32,1,73.84615384615384,0,0
2024,0,2,0,144000,9,144000,33,0,32,1,69.23076923076923,0,0
2024,3,2,0,312200,9,312200,33,0,32,1,150.09615384615384,0,0
2024,3,2,0,175800,9,175800,33,0,32,1,84.51923076923077,0,0
2024,3,2,0,235008,9,235008,33,0,32,1,112.98461538461538,0,0
2024,3,2,0,156672,9,156672,33,0,32,1,75.32307692307693,0,0
2024,3,2,0,269833,9,269833,33,0,32,1,129.72740384615383,0,0
2024,3,2,0,199441,9,199441,33,0,32,1,95.88509615384615,0,0
2024,3,2,0,229900,9,229900,33,0,32,1,110.52884615384616,0,0
2024,3,2,0,201400,9,201400,33,0,32,1,96.82692307692308,0,0
2024,2,2,0,241200,9,241200,33,0,32,1,115.96153846153847,0,0
2024,2,2,0,142800,9,142800,33,0,32,1,68.65384615384616,0,0
2024,3,2,0,170040,9,170040,33,0,32,1,81.75,0,0
2024,3,2,0,113360,9,113360,33,0,32,1,54.5,0,0
2024,2,2,0,260100,9,260100,33,100,32,1,125.04807692307692,1,0
2024,2,2,0,185800,9,185800,33,100,32,1,89.32692307692308,1,0
2024,3,2,0,303400,9,303400,33,100,32,1,145.8653846153846,1,0
2024,3,2,0,216700,9,216700,33,100,32,1,104.1826923076923,1,0
2024,3,2,0,309000,9,309000,33,0,32,1,148.55769230769232,0,0
2024,3,2,0,142000,9,142000,33,0,32,1,68.26923076923077,0,0
2024,3,2,0,324000,9,324000,33,0,32,1,155.76923076923077,0,0
2024,3,2,0,159000,9,159000,33,0,32,1,76.4423076923077,0,0
2024,2,2,0,204600,9,204600,33,0,32,1,98.36538461538461,0,0
2024,2,2,0,142563,9,142563,33,0,32,1,68.53990384615385,0,0
2024,0,2,0,208000,9,208000,7,0,7,1,100.0,0,0
2024,0,2,0,144000,9,144000,7,0,7,1,69.23076923076923,0,0
2024,3,2,0,333300,9,333300,33,0,32,1,160.2403846153846,0,0
2024,3,2,0,272700,9,272700,33,0,32,1,131.10576923076923,0,0
2024,3,2,0,229000,9,229000,33,0,32,1,110.09615384615384,0,0
2024,3,2,0,206000,9,206000,33,0,32,1,99.03846153846153,0,0
2024,3,2,0,283300,9,283300,33,0,32,1,136.20192307692307,0,0
2024,3,2,0,232200,9,232200,33,0,32,1,111.63461538461539,0,0
2024,3,2,0,205000,9,205000,33,0,32,1,98.5576923076923,0,0
2024,3,2,0,178000,9,178000,33,0,32,1,85.57692307692308,0,0
2024,3,2,0,220000,9,220000,33,100,32,1,105.76923076923077,1,0
2024,3,2,0,160000,9,160000,33,100,32,1,76.92307692307692,1,0
2024,3,2,0,215000,9,215000,33,0,32,1,103.36538461538461,0,0
2024,3,2,0,150000,9,150000,33,0,32,1,72.11538461538461,0,0
2024,3,2,0,199700,9,199700,33,0,32,1,96.00961538461539,0,0
2024,3,2,0,165100,9,165100,33,0,32,1,79.375,0,0
2024,3,2,0,206690,9,206690,33,0,32,1,99.3701923076923,0,0
2024,3,2,0,119800,9,119800,33,0,32,1,57.59615384615385,0,0
2024,3,2,0,240000,9,240000,33,0,32,1,115.38461538461539,0,0
2024,3,2,0,126000,9,126000,33,0,32,1,60.57692307692308,0,0
2024,0,2,0,144000,9,144000,33,0,32,1,69.23076923076923,0,0
2024,0,2,0,115200,9,115200,33,0,32,1,55.38461538461539,0,0
2024,2,2,0,250000,9,250000,33,0,32,1,120.1923076923077,0,0
2024,2,2,0,145000,9,145000,33,0,32,1,69.71153846153847,0,0
2024,0,2,0,144000,9,144000,33,0,32,1,69.23076923076923,0,0
2024,0,2,0,115200,9,115200,33,0,32,1,55.38461538461539,0,0
2024,0,2,0,144000,9,144000,33,0,32,1,69.23076923076923,0,0
2024,0,2,0,115200,9,115200,33,0,32,1,55.38461538461539,0,0
2024,3,2,0,280000,9,280000,33,0,32,1,134.6153846153846,0,0
2024,3,2,0,187040,9,187040,33,0,32,1,89.92307692307692,0,0
2024,3,2,0,136850,9,136850,33,0,32,1,65.79326923076923,0,0
2024,3,2,0,134597,9,134597,33,0,32,1,64.71009615384615,0,0
2024,2,2,0,206500,9,206500,33,100,32,1,99.27884615384616,1,0
2024,2,2,0,147500,9,147500,33,100,32,1,70.91346153846153,1,0
2024,3,2,0,229900,9,229900,33,0,32,1,110.52884615384616,0,0
2024,3,2,0,201400,9,201400,33,0,32,1,96.82692307692308,0,0
2024,0,2,0,250000,9,250000,33,0,32,1,120.1923076923077,0,0
2024,0,2,0,145000,9,145000,33,0,32,1,69.71153846153847,0,0
2024,0,2,0,177000,9,177000,33,0,32,1,85.09615384615384,0,0
2024,0,2,0,112000,9,112000,33,0,32,1,53.84615384615385,0,0
2024,0,2,0,177000,9,177000,33,0,32,1,85.09615384615384,0,0
2024,0,2,0,112000,9,112000,33,0,32,1,53.84615384615385,0,0
2024,3,2,0,359720,9,359720,33,0,32,1,172.94230769230768,0,0
2024,3,2,0,136800,9,136800,33,0,32,1,65.76923076923077,0,0
2024,3,2,0,188000,9,188000,33,0,32,1,90.38461538461539,0,0
2024,3,2,0,144000,9,144000,33,0,32,1,69.23076923076923,0,0
2024,3,2,0,139650,9,139650,33,0,32,1,67.13942307692308,0,0
2024,3,2,0,106590,9,106590,33,0,32,1,51.24519230769231,0,0
2024,3,2,0,250000,9,250000,33,0,32,1,120.1923076923077,0,0
2024,3,2,0,150000,9,150000,33,0,32,1,72.11538461538461,0,0
2024,3,2,0,210000,9,210000,7,100,7,1,100.96153846153847,1,0
2024,3,2,0,153000,9,153000,7,100,7,1,73.5576923076923,1,0
2024,0,2,0,129600,9,129600,33,0,32,1,62.30769230769231,0,0
2024,0,2,0,112200,9,112200,33,0,32,1,53.94230769230769,0,0
2024,0,2,0,355000,9,355000,33,0,32,1,170.67307692307693,0,0
2024,0,2,0,113500,9,113500,33,0,32,1,54.56730769230769,0,0
2024,0,2,0,250000,9,250000,33,0,32,1,120.1923076923077,0,0
2024,0,2,0,113500,9,113500,33,0,32,1,54.56730769230769,0,0
2024,0,2,0,177000,9,177000,33,0,32,1,85.09615384615384,0,0
2024,0,2,0,112000,9,112000,33,0,32,1,53.84615384615385,0,0
2024,0,2,0,168150,9,168150,33,0,32,1,80.84134615384616,0,0
2024,0,2,0,106400,9,106400,33,0,32,1,51.15384615384615,0,0
2024,0,2,0,250000,9,250000,33,0,32,1,120.1923076923077,0,0
2024,0,2,0,145000,9,145000,33,0,32,1,69.71153846153847,0,0
2024,0,2,0,237500,9,237500,33,0,32,1,114.1826923076923,0,0
2024,0,2,0,137750,9,137750,33,0,32,1,66.22596153846153,0,0
2024,0,2,0,250000,9,250000,33,0,32,1,120.1923076923077,0,0
2024,0,2,0,145000,9,145000,33,0,32,1,69.71153846153847,0,0
2024,0,2,0,177000,9,177000,33,0,32,1,85.09615384615384,0,0
2024,0,2,0,112000,9,112000,33,0,32,1,53.84615384615385,0,0
2024,0,2,0,168150,9,168150,33,0,32,1,80.84134615384616,0,0
2024,0,2,0,106400,9,106400,33,0,32,1,51.15384615384615,0,0
2024,0,2,0,237500,9,237500,33,0,32,1,114.1826923076923,0,0
2024,0,2,0,137750,9,137750,33,0,32,1,66.22596153846153,0,0
2024,2,2,0,355000,9,355000,33,0,32,1,170.67307692307693,0,0
2024,2,2,0,194000,9,194000,33,0,32,1,93.26923076923077,0,0
2024,2,2,0,131584,9,131584,33,0,32,1,63.261538461538464,0,0
